tweet_id,user_id,tweet,target_word,Function,Aggression_Votes,Emotion_Votes,Emphasis_Votes,Auxiliary_Votes,Signal_Votes,NonVulgar_Votes
260092735321673728,597022097,What's with these crazy <b>fucks</b> in fatigues just shooting people in America? It's time to start checking ID's for military clothing.,fucks,3,1,2,1,1,2,0
868109076848410624,236199582,<b>Shit</b> is gettin serious if I'm doing this at 4am. #running #bibchat #Strava <URL> <URL>,shit,0,0,3,1,3,0,0
442778580276101120,405607938,<b>Pissed</b> because I found a seed in my Cutie. I will not stand for this.,pissed,3,1,3,0,3,0,0
866294335364636672,17970602,<USER> <USER> Just snatched her <b>ass</b>,ass,1,2,1,2,2,0,0
943599100397748224,15851225,What I am not okay with is the Spotify/Adblock/etc-created culture of total entitlement to creative work. This <b>shit...</b> <URL>,shit,3,1,2,2,2,0,0
643123553617977344,177029802,<USER> wtf... Where the <b>hell</b> is our Defense? Get off the field!,hell,1,0,3,3,1,0,0
748189311120572416,2177326815,These are some rude ass <b>bitches!</b> I don't Iknow what it is about me that makes other females hate on me. FML!,bitches,2,3,0,1,0,3,0
198212302523207682,156792261,<USER> ok knicks. we're winning. dont fuck it up. dont <b>fuck</b> it up. kill lebron if you have to I DONT CARE' Garbage basketball,fuck,0,0,3,1,3,0,0
746287799918198784,377744411,Is the EU now <b>fucked?</b> #brexit #BrexitVote #BrexitOrNot #BrexitVote #brexitparty #brexitpoll,fucked,3,0,3,1,3,0,0
421764211874619392,71507676,<USER> <b>FUCK</b> #Sternthology. Just replays with a fancy name. More live programming like <USER> is what 's needed.,fuck,1,3,3,1,0,0,0
703666218721480706,1284918614,My <b>bullshit</b> radar is on full force today,bullshit,0,0,1,3,3,0,0
864234883819991043,429588160,<USER> So she's basically prostituting herself to the Cheeto <b>Pussy</b> Grabber?,pussy,3,2,1,2,2,0,0
639816207072411648,189968415,You can be a bad <b>motherfucker</b> but that don't make you a man...,motherfucker,3,2,1,1,2,1,0
630935498320691200,228675518,I gained ten pounds this summer. <b>Damn...</b> L0L,damn,0,0,3,3,1,0,0
717453347138191361,2289044648,Life is too short to not call out <b>bullshit</b> when I see it.,bullshit,1,0,2,2,2,1,0
491072415431000064,1932552169,<USER> Rappers that make money by <b>fucking</b> up a already corrupted society even more. Because I soooo want to be like that. #RapIsAwful,fucking,1,2,2,1,2,0,0
900123212603949056,1965257323,"<USER> I'd have to say future trunks, current day trunks is a smart <b>ass</b> but isn't as hardened as his alternate version",ass,0,3,0,0,3,1,0
280049981270929408,216924580,My friends cat is in heat she's becoming a little <b>whore</b>,whore,3,3,0,0,3,1,0
783399582268989440,29830066,Mike Pence Mocks Media Coverage of Trump: 'This <b>Sh*t</b> Really Is Fun to Watch' - Breitbart <URL> via <USER>,sh*t,3,0,3,3,1,0,0
162219120115458048,28928735,I haven't tweeted all week long! There definitely must be a place reserved for me now in Twitter <b>Hell!</b>,hell,3,0,2,1,2,1,1
458260162592387072,38652986,<USER> holy <b>shit</b> it was!!! Lmaooooo now that's funnier than the once upon a time Page asking me to follow them on Instagram lmao,shit,1,0,3,3,1,0,0
253117737675673600,18705061,Fighting Like <b>Hell</b> on LIVESTRONG Day <URL> via <USER>,hell,2,0,2,2,1,0,2
492557387442954240,414462221,Damn Shame. ...who eats tacos at 1:30am? Me....thats who. #I #can #do #that #skinny #girl <b>#shit</b> #yep... <URL>,shit,3,0,3,1,3,0,0
568490357547245568,247015593,<USER> I was called an <b>ass</b> yesterday! But whats new..,ass,3,2,0,2,1,2,0
896571259110268928,335474206,It's not a wreck. It's murder. It's white supremacy sent from <b>Hell.</b> It's a damning sin. Call it what it is. <URL>,hell,5,0,2,2,1,0,2
397856168691134464,29366431,Me: I have to go get gas Mom: what do you mean you have to go kick <b>ass???</b> #hmm,ass,3,1,2,2,2,0,0
933512080740769793,38652986,<USER> Lol yup. Still on my bs lol. Rowdy said where the <b>fuck</b> is her hairline,fuck,2,0,3,3,1,0,0
611030777682264064,3242578086,<USER> looks like it says <b>'Ass</b> Clown',ass,3,2,1,2,2,0,0
164440709544419329,23223898,"DWP making my life <b>hell</b> right now, horrible day, wish the bastards would just leave me alone",hell,1,0,2,1,2,0,2
686404600312795139,4027517267,<USER> lmao yeah cause a <b>bitch</b> can't sing and my character sings in the game,bitch,4,3,1,0,0,3,0
573268792157061120,299420900,<USER>_taylor <USER> <USER> that is so soon I don't know if I can handle it holy <b>fuck</b>,fuck,2,0,3,3,1,0,0
581658295783596032,617547972,"<USER> no. :( i'm kinda <b>pissed,</b> but AATT is so awesome that i guess i can wait until someone posts it again. i can't believe it!",pissed,1,1,3,0,3,0,0
140251936480952320,124241281,<USER> put like 50 songs on dat <b>bitch</b> lol,bitch,3,1,0,0,3,3,0
854496571089670144,3163465127,i don't even know what the <b>fuck</b> i'm going to do,fuck,2,0,3,3,1,0,0
223393520906534912,247130343,<USER> damn no wonder you hate that friend zoned <b>shit</b>,shit,1,0,3,3,1,0,0
404984420009910272,576651340,It's a good time to be stubborn because I fucking HATE that piece of <b>shit</b> smark. Fuck his TNA.,shit,0,3,3,1,0,0,0
940612860153036800,855624000,<USER> <USER> <USER> Alberto did the same <b>shit</b> and got called out for it he wrote an apolo... <URL>,shit,3,1,2,2,2,0,0
297742600054661120,363943044,<USER> haha who isn't <b>'shit'</b> In this game for ya? :D,shit,3,1,1,2,2,1,0
739236486990684160,1536725665,Never seen this movie. But Tiffany said that there were elements of King Lear. So is Arthur Kennedy like Edmund the <b>bastard?</b> #tcmparty,bastard,5,2,0,0,1,2,2
862843649574547456,3204666058,<USER> <USER> Bob Beckel's <b>bullshit</b> makes this show unwatchable. At least Juan is pleasant in his idiocy.,bullshit,3,2,1,2,2,0,0
252168127817846784,247059779,<USER> <USER> #BELIEVEtour' <b>Hell</b> Yeah!,hell,2,0,3,3,0,0,1
478598531817558016,2428074381,I bet #Ronaldo is <b>PISSED</b> right about now! #WorldCup2014 #GermanyVsPortugal,pissed,1,1,2,2,2,0,0
394564998426816512,140067374,Set this creepy <b>bastard</b> up to scare my coworkers and ended up forgetting about him and scaring the... <URL>,bastard,3,3,0,0,3,1,0
527263937302380544,822540,A chance to play TIE Fighter again? <b>Hell</b> yes,hell,2,0,3,3,0,0,1
901237986280349696,26565850,<USER> Good riddance you fake <b>ass</b> POS!!! Fake News just like your FAKE ASS PHD!!!!,ass,0,2,1,2,2,0,0
677732146367225856,2302467720,editing trickshots n <b>shit</b> w/ Shots <URL> via <USER>,shit,3,0,3,1,3,0,0
747068038067806212,4108670475,What the <b>fuck.</b> Let's try the most famous free-to-play dating sim <URL> #accela,fuck,1,0,3,1,3,0,0
473330515106213888,565864024,Time for Kick <b>Ass</b>,ass,3,1,2,1,2,0,1
870434617643290626,14336742,<USER> ass ass <b>ass</b>,ass,3,0,3,0,3,0,1
709237134926811136,3796428432,"Do we really need to <b>'fuck</b> some shit up,' <USER> Shouldn't we be fixing the country's income inequality problems first?",fuck,3,0,3,1,3,0,0
506580865908871169,2514085772,I just want to <b>fuck</b> Sammy right in the pussy...,fuck,3,1,0,3,3,0,0
878065598730612736,18784606,<USER> '20-10 Tennessee' & 'Fight Like <b>Hell'</b> on the setlist Saturday plz,hell,5,0,0,3,1,0,3
3719774964,27996959,I just might have a <b>bitch</b> fit i'm so sick of bullshit. And no i don't wanna talk about it or i will blow the Fuck up!,bitch,1,1,3,3,0,0,0
671055826384097280,1368574843,<USER> chat <b>shit</b> get banged,shit,3,0,3,1,3,0,0
861802751168323586,14304515,"So, I just told him this wasn't working. Watch him try to pull out his E.D. <b>dick</b> out and make me change my mind.",dick,3,3,0,0,3,0,1
232184312194273280,17577377,FYI beating a newbie is fine. Laughing about it with your friend in earshot of said newbie makes you a <b>dick.</b> #mtg,dick,0,2,2,1,1,1,0
537848445743005697,2673969046,<USER> shut up <b>fag.</b> I do too love you,fag,4,3,0,0,1,3,0
105778092613709825,19246122,"Of Mites And Men' - <b>Damn.</b> I don't like seeing Dr. Blake powerless, but I like this Senator Ngyuen. <URL> <USER> #Eureka",damn,1,0,3,1,3,0,0
800568946671947778,1409367860,Professor: The Purdue Owl Website will assist you greatly in your writing! Purdue Owl Website: *is <b>shit*</b>,shit,1,2,2,2,1,0,0
936044279167938560,17934976,The <b>shit</b> you left doesn't cover the two months of free rent that you had. I think that's all that really needs to be said.,shit,3,2,2,0,2,1,0
828641415680913408,949712449,<USER> <USER> he'll make it we made it through 8 years of <b>hell</b>,hell,3,0,2,1,2,0,2
381049031658446849,440493666,<USER> how the <b>hell</b> do I get that little shit off. #youarehated,hell,2,0,2,2,2,0,1
287409633537179648,574871459,<USER> since when do u DJ?! PLAY MY MASH-UPS <b>BITCH!!!</b> lol #checkoutmysoundcloudpage,bitch,0,2,2,2,0,1,0
3525522656,22405577,I just got mad at Intervention cuz the addict they're saving doesn't appear <b>fucked</b> up enough to be on tv.,fucked,1,0,3,3,1,0,0
935614134418395138,317911064,"<USER> why does it matter? take a look around, christmas <b>shit</b> everywhere",shit,3,1,2,1,2,0,1
943330664799260672,109457750,"#ISawMommy putting Santa's gifts under the tree, and it disappointed me that the <b>bastard</b> outsourced the work instead of doing it himself.",bastard,3,3,3,0,0,1,0
225244238097555456,633119013,"Girls shaving their hair: it's not that it's vain if you don't do it, it's just that you have to worry about people talking <b>shit</b> #FearFactor",shit,3,0,3,1,3,0,0
820450741961822208,30500943,<USER> <USER> Lol no <b>shit.</b> But he's the only one whose full name is on the mic.... it was just a joke anyway.,shit,3,0,3,1,3,0,0
198955070971318273,332628187,<b>Fuck</b> it. Let's just celebrate every country's holidays,fuck,1,1,2,2,2,0,0
502844330055581696,2359961656,"<USER> this is my turtle named Zuccs. He is a bad <b>ass</b> little guy, just like you! Love you Zuccs! <URL>",ass,2,0,0,3,3,1,0
564213068318527488,483346250,AMBASSABABES AND CUTE AMBASSADOR BOYS <b>HELL</b> YEA,hell,2,0,3,3,1,0,0
919759145213087745,53766256,What's sad is that Al Michaels will end up apologizing because SJWs (who don't do <b>shit</b> for the women that they defend) will have a hissy fit,shit,3,0,3,1,3,0,0
291770368077754370,351982891,<USER> hahahahaha!!! That <b>bitch</b> is fucking scary!,bitch,4,3,1,0,0,3,0
659722306432864257,2289044648,Worst debate ever. Thanks moderators for being <b>shitty</b> at your job. #GOPDebate,shitty,1,2,2,1,0,2,0
503709394513985537,388328258,nicki need new choreography though shes doin the same exxact <b>shit</b> from the video #VMA,shit,3,1,3,0,3,0,0
696520806478848001,27761720,why does my body hurt? this BETTER be stress and not sickness. I do NOT have time for that <b>shit.</b>,shit,3,0,3,1,3,0,0
684815662871646209,2758479022,<USER> fuck your mom's tiny sweet <b>pussy</b>,pussy,3,3,0,1,3,0,0
569725993868337152,2329522094,"<USER> <b>Damn,</b> that's a difficult question. I liked both growing up.",damn,1,0,3,3,1,0,0
182886211097067520,17412436,Clients From <b>Hell</b> <URL> via <USER>,hell,1,1,2,1,2,0,1
799420729821261824,558346283,"holy <b>shit!</b> i thought i'd never say this, but i'm back to streaming. Too much has happened. and i apologize for the 2 month 'vacation'",shit,1,0,3,3,1,0,0
496031058274811905,346605829,I'm #Viggling <b>Hell</b> on Wheels. TV loves you back with #ViggleTV. Watch TV. Earn Points. Get Rewards.,hell,5,0,0,1,3,0,3
717539790652964864,114404673,Actually get to watch #NCIS but also know I'm gonna be sad all over again. 1 less new <USER> ep. <b>Damn</b> you Weatherly! #loveyou,damn,1,1,3,3,0,0,0
583403079128588289,429363409,<USER> <USER> I would change <b>asshole</b> to genius..there's no one in the world who would troll the life outta their cheating ex,asshole,1,0,2,1,2,1,1
476026884233646080,545572285,I hate when people in the cancer center reek of cigarettes like you know where you are right ?! <b>Fucking</b> assholes,fucking,2,3,0,3,0,1,0
916306920293707776,2751224597,Really needing motivation to stay in uni... Out here busting my <b>ass</b> and I'm still failing everything.,ass,3,0,1,3,3,0,0
362358602314416130,40975488,<USER> <USER> lucky <b>bitch!</b>,bitch,4,2,1,1,1,2,0
933012917531930624,4892221799,"Grief is a tricky, tricky <b>bastard.</b> #grief <URL> <URL>",bastard,1,2,2,2,1,0,0
274703318431965185,467824710,Talkin to a rich <b>skank</b> filled up like a sperm bank,skank,0,3,0,0,1,3,0
215977220328525824,606923282,Stop cryin.. <b>Damn</b> you got the foul...They Gotta See Tha Shit Befo They Call It,damn,1,1,2,2,2,0,0
499335098727006208,2723441021,"watching nightmare on elm street, and I'd be doing meth or acid if I were those kids, <b>bitch</b> I'm not gonna sleep with a psycho after me!",bitch,4,2,2,1,1,1,0
186226493943316482,424507759,damn havnt been on twitter in forever.. almost forgot about this <b>shit..</b> been too busy on facebook an otha shit,shit,3,0,3,1,3,0,0
726809573852479488,2222360154,"Aries friend: 'Today I'm gonna <b>fuck</b> shit up'. Me: Remember, don't drop the soap later in jail. #MayDay",fuck,3,2,1,2,2,0,0
269139443200446464,27646610,"just when i think this day has gone to <b>shit,</b> things start looking up..#sighofrelief",shit,1,0,3,1,3,0,0
373267973982535682,887866621,<b>Fuck</b> everything.,fuck,1,3,3,1,0,0,0
579911011488026624,77674358,"Wait, <USER> is the 1st Official candidate? WTF?! Haven't I been posting #Timmie2016 <b>shit</b> for months now?!",shit,3,0,3,1,3,0,0
600500021599940608,3196361888,I gotta get my <b>shit</b> together rns,shit,3,0,3,1,3,0,0
293129635229749249,245204127,Bowman mugged Roddy. That was <b>bullshit</b>,bullshit,1,1,2,2,2,0,0
649791919581712384,624617708,<USER> what in the unholy <b>hell</b> is going on? Does Bell have cooties?,hell,2,1,2,2,1,0,1
827034564396724225,2371128043,<USER> lookin forward to seeing <USER> kick <USER> <b>ass</b>,ass,0,3,0,1,3,0,0
941942782809145345,1646911956,Like we will continue to say... YALL ARE CRAZY FOR LETTING THIS STUPID <b>ASS</b> BE PRESIDENT <URL>,ass,0,2,0,2,2,1,0
262228257062129664,91150558,"You think I'm just too serious, I think you're full of <b>shit</b> #pink Hkm w llh y 'wkhtshy :D",shit,0,3,0,1,3,0,0
367479244131430400,30729030,Photo: ass-dad: heard u was talkin <b>shit</b> ^^^^^ <URL>,shit,3,3,1,0,3,0,0
684828103265370113,420811951,"Ol girl don't like me because in Her IMAGINATION I was talking <b>shit</b> about her , but I know the real reason [?]",shit,3,2,2,1,1,1,0
768608809963126785,2842119424,<USER> <USER> Just how the <b>hell</b> did we wind up with that imbecile DJT? <URL>,hell,2,0,3,3,1,0,0
179666046112907265,73684316,<USER> <b>hell</b> yeah!,hell,2,0,3,3,1,0,0
684850891153891328,364066732,literally never coming out of my room everyone can <b>fuck</b> off,fuck,1,3,3,0,0,1,0
6826090942,12021352,Sitting in heathrow hoping the flight is able to take off. <b>Damn</b> snow storms in new york,damn,1,0,3,3,0,1,0
313084793636139008,155063896,JCARP HAS A HUGE <b>DICK</b>,dick,3,0,0,3,3,0,1
700165914449186817,994336536,<USER> <USER> <b>damn</b>,damn,1,0,3,3,1,0,0
834630030336544769,977583558,"But naw, Stats 2 decides to pop up unexpectedly in my marketing analysis class and has me sitting here wondering how the <b>hell</b> I got an A",hell,2,0,3,3,1,0,0
511392840601976832,200271529,"If you have a bad thought about yourself, tell it to go to <b>Hell</b> because that is exactly where it came from.' ~Brigham Young",hell,3,2,1,0,2,0,2
840292174784802819,132567655,<USER> <b>damn</b>,damn,1,0,3,3,1,0,0
591232526850490368,3028515586,Death Cab for Cutie's Frontman Just Gave Jay Z the Ultimate <b>F*ck</b> You <URL>,f*ck,1,2,1,2,2,0,0
540779273209270272,565417834,<USER> like what the FUCK. none of this <b>shit</b> happened before I watched freakshow,shit,3,0,1,3,3,0,0
94460379350052864,70020271,It's so hot outside that I don't know how hot it is outside cuz my <b>ass</b> is staying inside!,ass,3,0,1,3,3,0,0
429464514862411776,2302373526,"<URL> HALF THE FANDOM ISN'T DOING ANYTHING. PICK YOUR BALLS UP OFF THE FLOOR, GET YOUR <b>ASS</b> ON YOUTUBE. #RefreshNotReplay",ass,3,1,1,2,2,1,0
673224434304593920,68014631,<USER> <USER> If you were wondering about blocking because of this guy... Block his <b>ass.</b> He doesn't deserve your time.,ass,3,0,1,3,3,0,0
247003245183135744,388328258,"You talk that <b>shit,</b> I walk that shit.. Pills, weed, all that shit #Weezy",shit,3,0,3,0,3,1,0
2098642579,14457390,<b>Fucking</b> lakers!!!!! Pick it the Fuck up!!!!!!,fucking,1,1,3,3,0,0,0
213664667812376580,488032128,New video that I edited <URL> look for the guy stroking his <b>cock</b> at 3:37 (safe for work),cock,3,0,0,1,2,2,2
675986599184855040,19889595,Its Kinda <b>Fucked</b> Up How You Treated Me Like You Did I Gave You Everything I Had And You Never Gave Me Shit.,fucked,1,0,3,3,1,0,0
166726736489357315,42365904,"It's just prolonging the horrible experience of taking cold medication. Like <b>fuck</b> you, you're not in enough pain as it is.",fuck,1,3,3,1,0,0,0
510578189287317507,23251048,"<URL> Colton Turner's mother plead guilty to animal abuse after suffocating a horse? Yo, Texas, where the <b>fuck</b> was CPS?",fuck,2,3,3,1,0,0,0
4611164027,30349960,"Once a <b>whore,</b> your nothing more, I'm sorry that'll never change' -paramore :) I need to get they're new cd asap.",whore,3,3,0,0,1,3,0
935920944480124928,63010830,"<USER> <USER> <b>Damn</b> you, <USER> .... This feels like... <URL>",damn,0,3,3,0,0,0,1
269401448033447936,14296407,"Sleepless at 3am? Gotta be up at 730am? <b>Fuck</b> yeah, perfect time to watch both Expendables 1 and 2 back to back. #insomniablows #followme",fuck,2,0,3,3,1,0,0
931903311741177856,1413773527,I liked a <USER> video <URL> Take a Knee My <b>Ass</b>,ass,1,0,3,1,3,0,0
2916474421,51515404,<USER> awww we miss you too so much! Hurry up and get your <b>ass</b> home! Hope your still white and not black :),ass,3,0,1,3,3,0,0
206784234256465920,106269404,"<b>fuck</b> the rain, memorial day bbq at my moms house, come thru if you're bored #hitmeup #byob",fuck,1,1,3,3,0,0,0
642192310726434816,1644242924,This paper is kicking my <b>ass</b>,ass,1,1,3,0,3,0,0
405133357694341121,267927665,<USER> Either you <b>fuck</b> with me 100% or don't fuck with me at all #RealTalk',fuck,3,1,3,0,3,0,0
122913486417313792,139087965,Can the paparazzi please give this <b>bitch</b> a job! She in here snapping pics like America's Next Top Model!,bitch,4,2,2,1,0,2,0
462646799203717120,457116812,Ain't that the pot callin the kettle a <b>nigga'</b>,nigga,4,3,0,0,1,3,0
163838041637650432,251931074,That <b>bitch</b> is sexy tho <URL>,bitch,4,2,1,1,2,1,0
629482182478696449,2181282702,What the <b>hell</b>,hell,2,0,2,2,2,0,1
247764965786800130,443254689,I'm <b>pissed.</b>,pissed,1,3,3,0,1,0,0
609175928128806915,2269233056,More real <b>shit</b> <URL>,shit,3,0,3,1,3,0,0
357264593313210368,289669285,<USER> did it my <b>nigga!</b>,nigga,4,0,1,2,2,2,0
304714689655484418,211911239,ive never sucked dick before...i bet it sucks <b>dick.'</b>,dick,1,0,2,1,2,1,1
190905420594946048,34685031,<USER> 'holy <b>shit</b> dude did you grow up next to a power plant?' #showeretiquette,shit,1,0,3,3,0,1,0
3719774964,27996959,I just might have a bitch fit i'm so sick of <b>bullshit.</b> And no i don't wanna talk about it or i will blow the Fuck up!,bullshit,1,0,3,1,3,0,0
657186502414307328,3112104673,"Ugh. I just found myself writing 'a tough road to <b>hoe,'</b> but I caught it before I hit send. <USER>",hoe,5,0,0,0,3,1,3
871530128987344896,779241002,How the <b>hell</b> did y'all come up with Trigonometry this shit makes no sense,hell,2,0,3,3,0,0,1
860587644409065476,376404432,<USER> $50 for a tee-shirt <b>HELL</b> NO <URL>,hell,1,0,3,3,1,0,0
930505022076604416,30500943,Lmao I knew this <b>shit</b> would happen. People need to control themselves. This behavior is honestly disgusting. You sh... <URL>,shit,3,0,3,1,3,0,0
824357420096954368,367258306,<USER> <USER> the <b>hell</b> you say. Julia all the way.,hell,1,1,3,3,0,0,0
134445028943736832,105040826,<USER> I just watched Dragon Age Redemption. It was awesome! U are 1 kick <b>ass</b> lady!,ass,1,0,1,3,3,0,0
159479247646375936,61654870,<b>Shit</b> you cant take <USER> out in public. Haha im dying,shit,1,0,3,1,3,0,0
26676999375,24074553,"How in the <b>hell</b> is it 'freedom' to continue to deny rights to LGBT people, and punish those who support them?!",hell,2,1,3,3,0,0,0
435994543842791424,67190337,"Rhinos & <b>Asses</b> in DC! Thank you Lord, for giving us instruction to rule over all the animals--land & sea. <USER> <USER> <USER>",asses,3,2,0,2,1,1,1
1281888005,6584072,Sometimes teenagers really do scare the living <b>shit</b> out of me. I like them anyway,shit,2,0,1,3,3,0,0
447767782281969664,54701103,<USER> <USER> scary <b>shit</b> :),shit,3,0,1,3,3,0,0
481770444823871488,35236490,<USER> ohhh for me it is...3 days til <b>hell!</b> Lol,hell,1,0,2,2,2,0,1
686912999009857536,2557410338,"Reading about this: <b>Fag</b> Power: Owning and running more of the Church, and more of America. - <URL>",fag,4,3,0,0,1,3,0
927509229401001984,34601815,<USER> We the people DEMAND you act to reduce gun violence. YOU work for US. Do your damn jobs!!! <b>F*ck</b> your... <URL>,fuck,0,3,3,0,0,1,0
668182606635102208,2485421060,26 ways to <b>piss</b> off a Chicagoan | <URL>,piss,1,0,3,1,3,0,0
482949034991448064,189968415,<b>Damn</b> you ULTA for being out of the NYX macaroons lipsticks,damn,0,2,2,1,2,0,0
484094252394094592,363943044,GOAAAALLLLLLLLLL!!!! <b>Fuck</b> yes!!! Go home US!!!! :) #nooffense,fuck,2,1,3,3,0,0,0
638758102339354624,704348603,you are not my parent. mom is my parent. I see you like once a day if I'm lucky. <b>fuck</b> you.,fuck,0,3,3,1,0,0,0
900884865809338368,726787651,<USER> <USER> <b>Hell</b> I would take him over stafford,hell,1,0,3,3,1,0,0
372183545420464128,486527674,<USER> <USER> <USER> I agree...Aleks should have backed her up. Kind of a <b>bitch</b> move if you ask me! #BelowDeck,bitch,2,1,0,3,3,0,0
934461155258404864,1679062790,"<USER> <USER> <USER> <USER> you are a talking head/DNC shill,,, why the <b>hell</b> would he even pay attenti... <URL>",hell,2,1,1,2,1,0,2
843289821246373890,2824805007,Why are you sending vacation pics to a father who doesn't give a <b>shit</b> about you???,shit,1,0,3,1,3,0,0
316024516709085185,296840627,Doug Shows. How the <b>hell</b> is he not reffing high school games???? #NCAA,hell,2,0,2,2,2,0,1
403386795766710272,14682492,"<USER> will appreciate this new rule: if we've <b>fucked,</b> you can't call me 'dude.' #seriously #notcool #wtf",fucked,3,1,3,0,3,0,0
29599136987,95299054,yeah im getting nervous about having all my personal <b>shit</b> on this computer,shit,3,0,3,1,3,0,0
360816419899834368,90269283,U got some <b>shitty</b> weather Illinois.... I miss texas heat,shitty,1,0,3,3,1,0,0
1961503846,21053422,"Just got all caught up on The Office, and HOLY <b>SHIT</b> THE FINALE. YESSSSSS.",shit,1,0,3,3,1,0,0
625962011252387840,2375472660,Ain't <b>shit</b> on but paid programming.,shit,3,0,3,3,1,0,0
10954923390,11522232,"Dear Starbucks, can you just call your sizes small, medium , and large so I don't feel like a pretensious <b>prick</b> when I order?",prick,3,2,1,2,1,0,1
356234687766736897,194394101,They took all that damn time for this <b>bullshit!</b>,bullshit,1,3,3,0,1,0,0
923729644804698112,3167930208,What the <b>fuck</b> type of monster lives in my house and does this?!?! <URL>,fuck,2,2,2,2,1,0,0
382673608469798912,377782593,To <b>Hell</b> and everywhere inbetween.,hell,1,1,1,1,2,0,2
823971141018669057,3109369137,<USER> you also <b>fucked</b> my 3yearold out of her antibotics. I lost my 7year old dec31st out of curruption& greed. My 7yodied over$$.,fucked,1,3,3,1,0,0,0
689553598280306688,56409657,Chelsea Handler Hits Back At Heather McDonaldu2019s Boss From <b>Hell</b> Claims: u2026 READu00a0ON <URL>,hell,2,0,2,2,1,0,2
105745979642347520,354675152,Best Relationship Matches: Single people and shutting the <b>fuck</b> up about how you wish you weren't single.',fuck,2,1,2,2,2,0,0
764590537517195265,34338754,"The <USER> hate <b>shit</b> should stop immediately, its time to enjoy Monica, but before her Gigi wrote the story",shit,3,0,1,3,3,0,0
742172245011881984,2311987414,#Ccmf2016 #upshow having a <b>hell</b> of a time!!! <URL>,hell,2,0,0,3,3,0,1
777851288545484800,3315788803,<USER> <USER> 'I'm too nice' = 'I'm a <b>pussy'</b>,pussy,1,1,2,0,1,2,1
161936070408290304,424507759,<USER> yeaa most shit they sell over the internet like that aint legit ecspecially them big offers and deals they be advertising an <b>shit</b>,shit,1,2,1,2,2,0,0
287699993463230464,233234890,<b>Jackass</b> is officially the dumbest movie I have ever seen. It's even worse than Napoleon Dynamite ... That's hard to do,jackass,5,1,0,0,3,0,3
350828051539566592,617547972,"<USER> One time a crazy lady came to mine, threw papers from shelves, and yelled 'Pick this <b>shit</b> up! Pick this fucking shit up!'",shit,3,0,1,3,3,0,0
841449235606306816,28409935,"Stupid, Stupid, Stupid. The counselor advisor jackass to the head <b>Jackass</b> is stupid. <URL>",jackass,5,2,1,0,2,1,1
319236230497853442,470830894,<USER> not <b>shitty</b> and boring. but not haunted either. its really interesting! do the 'escape' tour. its neat hearing those stories,shitty,1,0,3,1,3,0,0
233307938008203264,251082217,<USER> Great job ruining the game some more. Do you feel you are good at what you do? Oh you only answer people who kiss your <b>ass.</b>,ass,3,3,1,0,3,0,0
